scheme,boundary,mean_hit_ratio,mean_best_cover,mean_best_iou,full80_ratio,avg_num_pred_spans,rank_score
object_scene_light,peeks_hz0.55_exp10_18,1.0,0.7965401676343732,0.5263049829105977,0.5531914893617021,1.7234042553191489,0.7765484572044106
object_scene_light,peeks_hz0.95_exp10_18,1.0,0.7868531851689177,0.5236682796795521,0.5531914893617021,1.7446808510638299,0.7709394071851979
object_balanced_with_collision,peeks_hz0.55_exp10_18,1.0,0.7931340777269803,0.5005927074133307,0.5319148936170213,1.6595744680851063,0.7666088327380993
baseline_current_raw,peeks_hz0.55_exp6_12,1.0,0.7538063412346175,0.5549307251823136,0.5531914893617021,2.1914893617021276,0.7599975540405467
object_balanced_with_collision,peeks_hz0.75_exp10_18,1.0,0.7809760230157341,0.4962691259963122,0.5106382978723404,1.6808510638297873,0.7572148674750303
baseline_current_raw,peeks_hz0.75_exp6_12,1.0,0.7501737517172329,0.5527696890278151,0.5319148936170213,2.2127659574468086,0.7554069576900383
baseline_current_raw,peeks_hz0.95_exp6_12,1.0,0.7329498408763008,0.5453657454536588,0.5106382978723404,2.234042553191489,0.7427099738228417
object_balanced_with_collision,peeks_hz0.95_exp10_18,0.9787234042553191,0.7626526277950627,0.4840927609617057,0.48936170212765956,1.6808510638297873,0.7386260998826387
object_scene_balanced,peeks_hz0.55_exp10_18,1.0,0.7273535653238723,0.525250643214107,0.425531914893617,1.9787234042553192,0.7276490179335481
object_residual_turn,peeks_hz0.75_exp6_12,1.0,0.728631567774776,0.5006324472175969,0.425531914893617,2.106382978723404,0.7214951722875319
object_residual_turn,peeks_hz0.55_exp6_12,1.0,0.728631567774776,0.5006324472175969,0.425531914893617,2.127659574468085,0.7213887893088086
object_residual_turn,peeks_hz0.95_exp6_12,1.0,0.7264152557180382,0.5024577597747454,0.425531914893617,2.127659574468085,0.7207369614197269
object_scene_balanced,peeks_hz0.75_exp10_18,0.9787234042553191,0.7181659444341238,0.5195569063246853,0.425531914893617,1.9787234042553192,0.7173764541173823
object_scene_balanced,peeks_hz0.95_exp10_18,0.9787234042553191,0.7110009119775283,0.514475847472404,0.425531914893617,1.9787234042553192,0.7125236731760142
