mean_hit_ratio,mean_best_cover,mean_best_iou,full80_ratio,avg_num_pred_spans,avg_span_ratio,mean_best_pred_to_gt_ratio,mean_gt_lift,vlm_refine_rank,scheme,boundary
1.0,0.6309332500774586,0.5034396693414479,0.3191489361702128,2.893617021276596,0.7054513299276483,0.930833236324838,0.5783886156896961,0.46700416516648263,object_only_smooth5,peeks_hz1.35_exp4_8_mg8_min10
1.0,0.6585444895036193,0.4972624149747109,0.3191489361702128,2.5319148936170213,0.7468584535555423,1.1092315402463198,0.5911729964625804,0.46680962970428685,source_like_smooth7,peeks_hz0.95_exp8_12_mg4_min6
1.0,0.6585444895036193,0.4972624149747109,0.3191489361702128,2.5319148936170213,0.7468584535555423,1.1092315402463198,0.5911729964625804,0.46680962970428685,source_like_smooth7,peeks_hz0.95_exp8_12_mg4_min8
1.0,0.6805038090163192,0.4836929611430833,0.3404255319148936,2.0851063829787235,0.7666085456288246,1.2206541880214474,0.5181236769013265,0.4667971915372767,object_scene_light_norm,peeks_hz0.75_exp8_12_mg8_min6
1.0,0.6805038090163192,0.4836929611430833,0.3404255319148936,2.0851063829787235,0.7666085456288246,1.2206541880214474,0.5181236769013265,0.4667971915372767,object_scene_light_norm,peeks_hz0.75_exp8_12_mg8_min8
1.0,0.6696844587101104,0.48077486291620336,0.3404255319148936,2.148936170212766,0.7537198992283048,1.1953356531284445,0.5181236769013265,0.46663024260944097,object_scene_light_norm,peeks_hz1.35_exp8_12_mg8_min6
1.0,0.6696844587101104,0.48077486291620336,0.3404255319148936,2.148936170212766,0.7537198992283048,1.1953356531284445,0.5181236769013265,0.46663024260944097,object_scene_light_norm,peeks_hz1.35_exp8_12_mg8_min8
1.0,0.6665451132848331,0.5238408754828244,0.3404255319148936,2.851063829787234,0.7562470497622238,0.9970872011757216,0.5783886156896961,0.4664172338362238,object_only_smooth5,peeks_hz0.95_exp6_10_mg4_min8
1.0,0.6665451132848331,0.5238408754828244,0.3404255319148936,2.851063829787234,0.7562470497622238,0.9970872011757216,0.5783886156896961,0.4664172338362238,object_only_smooth5,peeks_hz0.95_exp6_10_mg4_min10
1.0,0.6585444895036193,0.4972624149747109,0.3191489361702128,2.5106382978723403,0.748988091409563,1.1092315402463198,0.5911729964625804,0.46638330647757215,source_like_smooth7,peeks_hz0.75_exp8_12_mg4_min10
1.0,0.6309332500774586,0.5034396693414479,0.3191489361702128,2.9148936170212765,0.7060128823080064,0.930833236324838,0.5783886156896961,0.4663540122994458,object_only_smooth5,peeks_hz1.35_exp4_8_mg8_min6
